county,station,year,month,day,max_day_temp,min_day_temp,max_day_dewpt,min_day_dewpt,max_day_vappr,min_day_vappr,max_day_msl,min_day_msl
Dublin,CASEMENT,2018,12,4,5.3,0.8,3.5,-1.2,7.9,5.6,1021.4,1015.4
Galway,ATHENRY,2018,12,4,4.7,-2.0,3.1,-2.5,7.6,5.1,1020.4,1012.8
Kerry,VALENTIA OBSERVATORY,2018,12,4,10.6,1.0,8.0,-0.1,10.7,6.1,1019.4,1007.4
Westmeath,MULLINGAR,2018,12,4,3.5,-1.9,2.5,-3.0,7.3,4.9,1021.1,1015.3
Sligo,MARKREE,2018,12,4,2.9,-1.4,2.4,-1.8,7.2,5.4,1020.3,1014.8
Cork,CORK AIRPORT,2018,12,4,8.0,2.5,7.8,-0.1,10.6,6.1,1021.0,1010.8
Cavan,BALLYHAISE,2018,12,4,2.8,0.8,1.8,-0.1,6.9,6.1,1020.4,1014.3
Mayo,CLAREMORRIS,2018,12,4,4.2,-0.4,3.0,-0.7,7.6,5.8,1020.1,1013.7
Dublin,PHOENIX PARK,2018,12,4,5.7,-0.3,4.2,-1.6,8.3,5.4,1021.4,1015.2
Carlow,OAK PARK,2018,12,4,5.8,-0.4,4.9,-0.6,8.7,5.8,1021.7,1015.1
Roscommon,MT DILLON,2018,12,4,3.5,-0.8,2.8,-1.3,7.5,5.5,1020.6,1015.0
Cork,MOORE PARK,2018,12,4,7.1,-2.3,5.9,-2.8,9.3,5.0,1021.3,1011.8
Donegal,MALIN HEAD,2018,12,4,6.7,1.3,3.6,-0.1,7.9,6.1,1019.3,1012.0
Mayo,KNOCK AIRPORT,2018,12,4,3.4,1.5,2.3,0.5,7.2,6.3,1020.6,1014.7
Dublin,CASEMENT,2018,12,5,11.8,5.5,11.2,3.9,13.3,8.0,1015.0,1004.6
Clare,SHANNON AIRPORT,2018,12,5,12.3,6.5,11.2,5.0,13.2,8.7,1010.3,1005.2
Cork,ROCHES POINT,2018,12,5,12.6,10.2,11.6,9.6,13.6,11.9,1010.6,1005.6
Dublin,PHOENIX PARK,2018,12,5,11.4,5.8,10.8,4.3,12.9,8.3,1015.3,1004.8
Roscommon,MT DILLON,2018,12,5,8.6,3.5,8.5,2.9,11.1,7.5,1014.3,1005.2
Sligo,MARKREE,2018,12,5,9.1,3.7,8.6,2.4,11.2,7.3,1014.1,1004.7
Mayo,NEWPORT,2018,12,5,8.6,4.3,8.1,2.7,10.8,7.4,1012.3,1004.9
Wexford,JOHNSTOWNII,2018,12,5,11.8,6.8,11.7,6.2,13.7,9.5,1014.4,1005.4
Meath,DUNSANY,2018,12,5,9.9,5.5,9.5,3.7,11.9,8.0,1014.9,1004.7
Galway,ATHENRY,2018,12,5,10.7,4.4,10.5,3.6,12.7,7.9,1011.4,1005.1
Mayo,BELMULLET,2018,12,5,9.7,4.3,9.4,2.3,11.8,7.2,1012.2,1003.6
Mayo,CLAREMORRIS,2018,12,5,10.4,3.9,10.4,3.3,12.6,7.7,1012.5,1004.8
Kerry,VALENTIA OBSERVATORY,2018,12,5,12.8,10.7,12.1,9.4,14.1,11.8,1009.5,1004.9
Tipperary,GURTEEN,2018,12,5,11.5,5.2,10.7,4.2,12.9,8.3,1012.1,1005.4
Dublin,DUBLIN AIRPORT,2018,12,5,10.7,5.7,10.2,4.1,12.4,8.2,1015.6,1004.4
Cavan,BALLYHAISE,2018,12,5,8.6,3.3,8.3,1.9,11.0,7.0,1015.2,1004.9
Cork,SherkinIsland,2018,12,5,12.4,11.2,12.3,10.9,14.3,13.0,1010.9,1005.6
Carlow,OAK PARK,2018,12,5,13.7,6.3,12.4,5.3,14.4,8.9,1013.9,1005.1
Donegal,MALIN HEAD,2018,12,5,7.9,2.7,6.6,0.3,9.7,6.3,1016.8,1005.1
Cork,MOORE PARK,2018,12,5,12.8,7.4,11.3,6.3,13.4,9.5,1010.3,1005.6
Galway,MACE HEAD,2018,12,5,10.6,4.6,10.4,3.5,12.6,7.9,1009.6,1004.5
Westmeath,MULLINGAR,2018,12,5,9.9,4.3,9.4,3.3,11.8,7.7,1014.5,1005.1
Donegal,FINNER,2018,12,5,9.4,3.1,8.2,0.9,10.9,6.5,1014.6,1004.6
Cork,CORK AIRPORT,2018,12,5,12.3,8.6,11.6,8.4,13.7,11.0,1010.4,1005.7
Mayo,KNOCK AIRPORT,2018,12,5,9.2,2.4,9.0,2.2,11.5,7.1,1013.5,1005.2
Dublin,CASEMENT,2018,12,6,12.9,9.9,12.1,7.9,14.1,10.6,1009.2,998.8
Mayo,CLAREMORRIS,2018,12,6,12.1,8.6,11.8,7.0,13.8,10.0,1006.9,994.1
Clare,SHANNON AIRPORT,2018,12,6,13.5,9.7,11.5,8.0,13.5,10.8,1009.0,998.5
Roscommon,MT DILLON,2018,12,6,12.2,8.6,11.7,7.4,13.8,10.3,1007.2,995.9
Cork,MOORE PARK,2018,12,6,14.1,11.1,12.4,8.6,14.4,11.2,1009.7,1001.3
Cork,CORK AIRPORT,2018,12,6,12.9,10.4,12.4,9.7,14.3,12.0,1010.4,1001.9
Meath,DUNSANY,2018,12,6,12.5,9.1,11.7,7.5,13.7,10.3,1008.7,998.4
Wexford,JOHNSTOWNII,2018,12,6,12.1,10.8,12.1,10.6,14.1,12.8,1010.7,1003.0
Dublin,DUBLIN AIRPORT,2018,12,6,12.8,10.0,11.7,7.5,13.8,10.4,1009.3,999.7
Cavan,BALLYHAISE,2018,12,6,11.7,8.6,11.1,7.0,13.2,10.0,1006.7,996.1
Mayo,BELMULLET,2018,12,6,12.3,8.4,11.4,7.5,13.4,10.3,1005.8,990.7
Dublin,PHOENIX PARK,2018,12,6,13.4,9.8,11.9,7.7,13.9,10.5,1009.2,999.1
Cork,ROCHES POINT,2018,12,6,13.4,11.2,12.7,10.5,14.7,12.7,1010.7,1002.1
Westmeath,MULLINGAR,2018,12,6,12.1,8.3,11.5,6.9,13.5,10.0,1007.7,997.9
Galway,MACE HEAD,2018,12,6,12.1,9.8,11.4,8.5,13.5,11.1,1007.3,994.4
Mayo,NEWPORT,2018,12,6,12.4,8.7,11.8,7.0,13.8,10.0,1006.3,993.0
Tipperary,GURTEEN,2018,12,6,13.5,9.0,12.1,7.7,14.1,10.5,1008.4,997.6
Mayo,KNOCK AIRPORT,2018,12,6,11.0,6.7,10.8,6.7,13.0,9.8,1007.2,993.9
Galway,ATHENRY,2018,12,6,12.3,8.8,11.8,7.9,13.9,10.7,1007.7,996.3
Carlow,OAK PARK,2018,12,6,13.7,10.6,12.7,8.7,14.7,11.3,1009.6,1000.4
Kerry,VALENTIA OBSERVATORY,2018,12,6,13.4,11.2,12.4,10.4,14.4,12.6,1010.7,1000.6
Cork,SherkinIsland,2018,12,6,12.8,11.4,12.6,10.8,14.6,12.9,1011.3,1002.1
Donegal,MALIN HEAD,2018,12,6,11.4,8.0,10.4,6.2,12.6,9.5,1005.1,994.6
Sligo,MARKREE,2018,12,6,12.2,8.3,11.5,6.6,13.5,9.8,1006.3,993.4
Donegal,FINNER,2018,12,6,12.5,8.3,11.2,5.5,13.3,9.0,1005.6,993.2
Kerry,VALENTIA OBSERVATORY,2018,12,7,12.1,5.1,8.4,1.8,11.0,7.0,1009.8,1001.1
Carlow,OAK PARK,2018,12,7,12.8,6.1,12.4,2.6,14.4,7.4,1002.1,997.6
Cork,CORK AIRPORT,2018,12,7,12.1,4.4,11.8,2.0,13.8,7.0,1007.7,1000.3
Wexford,JOHNSTOWNII,2018,12,7,12.2,5.9,11.9,2.2,13.9,7.1,1004.3,998.9
Mayo,CLAREMORRIS,2018,12,7,11.9,4.8,9.7,0.7,12.0,6.4,999.9,994.5
Dublin,PHOENIX PARK,2018,12,7,13.4,5.6,11.4,2.3,13.5,7.2,998.6,995.6
Cork,SherkinIsland,2018,12,7,12.6,7.2,12.0,2.9,14.0,7.5,1009.6,1001.6
Cork,MOORE PARK,2018,12,7,13.2,5.2,11.8,1.8,13.9,7.0,1006.2,999.8
Tipperary,GURTEEN,2018,12,7,13.1,5.6,11.9,1.9,14.0,7.0,1002.5,997.3
Meath,DUNSANY,2018,12,7,12.5,5.2,11.3,1.8,13.4,7.0,998.0,995.2
Dublin,DUBLIN AIRPORT,2018,12,7,13.0,4.9,11.2,1.6,13.3,6.9,998.2,995.8
Mayo,KNOCK AIRPORT,2018,12,7,11.0,3.3,10.6,1.7,12.8,6.9,998.7,993.9
Clare,SHANNON AIRPORT,2018,12,7,12.8,4.6,10.0,1.5,12.4,6.8,1005.0,998.6
Roscommon,MT DILLON,2018,12,7,12.3,4.7,11.6,1.7,13.6,6.9,998.4,994.8
Sligo,MARKREE,2018,12,7,12.5,4.8,11.3,1.7,13.4,6.9,996.9,992.5
Westmeath,MULLINGAR,2018,12,7,12.3,5.0,10.5,1.2,12.7,6.7,999.2,995.9
Galway,MACE HEAD,2018,12,7,11.5,6.5,7.2,2.0,10.1,7.1,1002.3,994.4
Donegal,FINNER,2018,12,7,12.3,4.7,10.2,0.1,12.5,6.2,994.5,991.1
Mayo,BELMULLET,2018,12,7,11.1,5.7,8.7,1.9,11.3,7.0,998.8,991.4
Galway,ATHENRY,2018,12,7,12.9,5.7,10.6,1.4,12.7,6.8,1002.0,996.5
Cavan,BALLYHAISE,2018,12,7,12.2,5.1,10.8,1.6,12.9,6.9,995.8,993.6
Dublin,CASEMENT,2018,12,7,13.0,4.9,11.5,2.5,13.5,7.3,999.0,995.6
Cork,ROCHES POINT,2018,12,7,12.4,5.4,12.4,2.6,14.4,7.4,1007.7,1000.4
Donegal,MALIN HEAD,2018,12,7,11.2,6.0,9.6,3.1,11.9,7.6,991.1,987.2
Mayo,NEWPORT,2018,12,7,11.6,5.2,10.1,1.4,12.3,6.8,999.7,993.1
Cork,ROCHES POINT,2018,12,8,12.2,7.8,10.0,3.4,12.3,7.8,1008.2,1001.6
Cork,MOORE PARK,2018,12,8,12.4,8.0,8.2,4.2,10.9,8.3,1007.3,1001.0
Dublin,PHOENIX PARK,2018,12,8,10.3,7.6,7.4,3.8,10.3,8.0,1002.6,995.4
Cork,SherkinIsland,2018,12,8,12.3,10.1,11.1,6.1,13.2,9.4,1010.2,1003.7
Carlow,OAK PARK,2018,12,8,11.1,7.5,8.5,4.5,11.1,8.4,1004.9,997.5
Clare,SHANNON AIRPORT,2018,12,8,10.9,7.6,9.4,5.1,11.9,8.8,1006.4,999.3
Sligo,MARKREE,2018,12,8,9.3,6.9,8.5,4.0,11.1,8.1,1001.5,993.4
Mayo,NEWPORT,2018,12,8,9.9,7.6,9.1,5.3,11.6,8.9,1002.4,993.8
Donegal,FINNER,2018,12,8,9.8,5.6,7.7,3.7,10.5,8.0,999.6,992.0
Cavan,BALLYHAISE,2018,12,8,9.5,6.7,7.6,4.6,10.5,8.5,1000.5,993.3
Mayo,CLAREMORRIS,2018,12,8,9.8,7.3,8.6,4.3,11.1,8.3,1003.2,994.7
Dublin,CASEMENT,2018,12,8,9.6,7.1,7.5,4.0,10.3,8.2,1002.8,995.5
Galway,ATHENRY,2018,12,8,10.9,8.4,9.3,4.3,11.7,8.3,1004.4,996.3
Galway,MACE HEAD,2018,12,8,10.9,9.1,9.6,4.8,12.0,8.6,1004.2,995.0
Cork,CORK AIRPORT,2018,12,8,11.4,6.8,9.5,3.6,11.9,7.9,1008.7,1001.4
Wexford,JOHNSTOWNII,2018,12,8,12.0,7.5,10.0,4.3,12.3,8.3,1005.8,998.9
Tipperary,GURTEEN,2018,12,8,9.9,7.4,8.4,4.0,11.0,8.1,1004.9,996.9
Mayo,KNOCK AIRPORT,2018,12,8,8.7,6.0,7.4,4.7,10.3,8.5,1002.4,994.4
Mayo,BELMULLET,2018,12,8,10.3,8.2,8.9,4.3,11.4,8.3,1001.8,992.7
Kerry,VALENTIA OBSERVATORY,2018,12,8,12.1,8.9,10.4,5.4,12.6,9.0,1010.1,1003.3
Westmeath,MULLINGAR,2018,12,8,10.4,6.9,8.0,4.0,10.8,8.1,1002.7,995.0
Donegal,MALIN HEAD,2018,12,8,9.4,7.2,7.1,4.0,10.1,8.1,996.2,988.9
Roscommon,MT DILLON,2018,12,8,10.5,7.0,8.1,4.3,10.8,8.3,1002.4,994.4
Meath,DUNSANY,2018,12,8,10.4,6.8,7.7,4.0,10.5,8.1,1001.7,994.6
Dublin,DUBLIN AIRPORT,2018,12,8,10.1,7.0,7.0,3.8,10.0,8.1,1002.1,994.7
Cork,ROCHES POINT,2018,12,9,10.1,7.3,6.5,3.8,9.7,8.0,1028.5,1003.5
Cork,MOORE PARK,2018,12,9,9.7,4.2,7.0,3.2,10.0,7.7,1028.0,1002.3
Wexford,JOHNSTOWNII,2018,12,9,10.2,5.8,6.8,3.7,9.9,8.0,1026.6,999.9
Dublin,DUBLIN AIRPORT,2018,12,9,8.8,4.5,6.6,3.1,9.7,7.6,1024.3,995.2
Mayo,KNOCK AIRPORT,2018,12,9,7.9,3.7,6.8,2.1,9.9,7.1,1025.8,996.3
Tipperary,GURTEEN,2018,12,9,9.7,4.0,7.2,2.9,10.1,7.5,1026.5,998.3
Mayo,BELMULLET,2018,12,9,9.7,7.9,6.9,4.1,10.0,8.2,1025.1,996.6
Dublin,PHOENIX PARK,2018,12,9,9.2,5.2,6.8,3.3,9.9,7.7,1024.5,995.9
Donegal,MALIN HEAD,2018,12,9,9.0,7.4,7.0,4.5,10.0,8.4,1021.4,992.5
Mayo,CLAREMORRIS,2018,12,9,8.7,5.0,7.4,3.4,10.3,7.8,1025.7,996.6
Kerry,VALENTIA OBSERVATORY,2018,12,9,10.8,8.4,7.1,3.9,10.1,8.1,1028.5,1006.1
Cork,SherkinIsland,2018,12,9,10.8,9.3,7.5,5.4,10.4,8.9,1029.2,1005.8
Mayo,NEWPORT,2018,12,9,9.3,7.6,7.3,3.2,10.2,7.7,1025.4,995.9
Galway,MACE HEAD,2018,12,9,9.9,8.9,8.1,4.9,10.8,8.7,1026.1,997.9
Donegal,FINNER,2018,12,9,9.1,7.8,7.5,4.2,10.4,8.3,1023.6,993.9
Galway,ATHENRY,2018,12,9,9.5,4.8,7.1,2.9,10.1,7.5,1026.2,998.2
Dublin,CASEMENT,2018,12,9,8.4,5.1,7.1,3.5,10.0,7.8,1024.6,996.0
Cavan,BALLYHAISE,2018,12,9,9.0,5.3,7.0,4.3,10.0,8.3,1024.0,993.9
Clare,SHANNON AIRPORT,2018,12,9,9.9,5.8,6.8,4.1,9.8,8.2,1027.2,1000.4
Carlow,OAK PARK,2018,12,9,10.4,5.9,7.2,4.0,10.2,8.1,1026.0,998.1
Roscommon,MT DILLON,2018,12,9,10.1,4.3,7.0,2.9,10.0,7.5,1025.2,995.7
Westmeath,MULLINGAR,2018,12,9,9.1,5.1,6.7,2.9,9.8,7.6,1025.1,996.0
Sligo,MARKREE,2018,12,9,9.9,6.0,7.3,3.7,10.3,8.0,1024.5,995.1
Cork,CORK AIRPORT,2018,12,9,9.1,5.0,6.2,2.7,9.5,7.4,1028.8,1003.4
Meath,DUNSANY,2018,12,9,9.1,4.6,6.5,3.2,9.7,7.7,1024.6,995.5
Galway,ATHENRY,2018,12,10,10.3,1.1,8.8,0.6,11.3,6.4,1027.2,1021.5
Mayo,CLAREMORRIS,2018,12,10,10.1,2.2,9.1,1.9,11.6,7.0,1026.9,1021.0
Carlow,OAK PARK,2018,12,10,10.2,2.7,9.5,2.3,11.9,7.2,1028.6,1023.9
Clare,SHANNON AIRPORT,2018,12,10,10.2,4.5,8.5,3.7,11.1,8.0,1028.2,1022.1
Cork,SherkinIsland,2018,12,10,11.6,9.4,10.5,5.4,12.7,9.0,1029.2,1023.4
Dublin,DUBLIN AIRPORT,2018,12,10,8.6,3.1,6.7,1.9,9.8,7.0,1028.2,1023.8
Mayo,KNOCK AIRPORT,2018,12,10,8.7,2.5,8.7,2.1,11.2,7.2,1027.3,1021.3
Meath,DUNSANY,2018,12,10,9.4,2.3,8.6,1.5,11.2,6.8,1027.8,1022.9
Cavan,BALLYHAISE,2018,12,10,8.3,3.5,8.0,2.8,10.8,7.5,1027.2,1022.0
Dublin,PHOENIX PARK,2018,12,10,9.4,3.3,6.7,2.2,9.8,7.2,1028.1,1023.6
Cork,ROCHES POINT,2018,12,10,11.1,6.6,10.0,3.8,12.3,8.0,1028.9,1024.2
Mayo,NEWPORT,2018,12,10,9.5,4.5,9.0,3.3,11.5,7.8,1026.3,1019.6
Sligo,MARKREE,2018,12,10,9.0,1.2,8.3,0.6,10.9,6.4,1026.6,1020.9
Galway,MACE HEAD,2018,12,10,11.0,8.6,10.0,4.4,12.3,8.3,1026.7,1020.2
Cork,CORK AIRPORT,2018,12,10,10.2,5.6,9.9,3.2,12.3,7.7,1029.3,1024.1
Dublin,CASEMENT,2018,12,10,9.5,3.3,8.6,2.4,11.2,7.2,1028.0,1023.5
Mayo,BELMULLET,2018,12,10,10.7,5.2,10.0,3.1,12.2,7.6,1025.8,1018.6
Kerry,VALENTIA OBSERVATORY,2018,12,10,12.4,8.4,10.7,3.8,12.9,8.0,1028.7,1021.2
Westmeath,MULLINGAR,2018,12,10,8.8,0.7,8.1,-0.5,10.8,5.9,1027.8,1022.5
Wexford,JOHNSTOWNII,2018,12,10,10.5,4.3,10.0,3.2,12.3,7.7,1029.0,1024.6
Donegal,MALIN HEAD,2018,12,10,8.4,6.5,7.1,4.4,10.1,8.4,1025.5,1020.4
Roscommon,MT DILLON,2018,12,10,8.1,1.4,7.6,1.0,10.4,6.6,1027.0,1022.1
Cork,MOORE PARK,2018,12,10,11.0,1.7,9.6,1.3,11.9,6.7,1028.7,1024.0
Tipperary,GURTEEN,2018,12,10,9.2,2.6,8.2,2.1,10.9,7.1,1027.7,1022.3
Donegal,FINNER,2018,12,10,9.6,5.9,7.8,3.4,10.6,7.8,1025.8,1020.0
Mayo,BELMULLET,2018,12,11,9.9,6.9,8.8,5.5,11.3,9.0,1018.2,1008.1
Galway,ATHENRY,2018,12,11,11.0,5.1,8.7,4.9,11.2,8.7,1020.7,1010.2
Westmeath,MULLINGAR,2018,12,11,10.1,8.4,8.2,7.3,10.9,10.2,1021.9,1012.8
Roscommon,MT DILLON,2018,12,11,10.2,3.8,8.6,3.5,11.2,7.9,1021.6,1011.6
Cork,CORK AIRPORT,2018,12,11,9.8,6.7,9.5,6.0,11.9,9.4,1023.6,1011.6
Mayo,CLAREMORRIS,2018,12,11,9.8,6.5,8.4,5.9,11.0,9.3,1020.4,1009.8
Dublin,CASEMENT,2018,12,11,10.9,5.3,8.6,4.7,11.2,8.6,1023.2,1014.2
Cavan,BALLYHAISE,2018,12,11,10.2,8.6,8.3,7.4,11.0,10.3,1021.6,1012.5
Dublin,PHOENIX PARK,2018,12,11,11.2,3.4,8.5,2.9,11.1,7.5,1023.3,1014.5
Kerry,VALENTIA OBSERVATORY,2018,12,11,11.4,5.1,9.4,4.1,11.8,8.2,1020.0,1008.9
Cork,MOORE PARK,2018,12,11,10.7,7.9,9.3,6.5,11.7,9.6,1023.5,1011.8
Tipperary,GURTEEN,2018,12,11,10.5,7.5,8.7,7.0,11.3,10.0,1021.9,1011.4
Cork,ROCHES POINT,2018,12,11,10.9,8.1,9.6,6.6,11.9,9.8,1023.5,1011.4
Carlow,OAK PARK,2018,12,11,10.8,9.5,9.3,7.5,11.7,10.4,1023.4,1013.6
Donegal,MALIN HEAD,2018,12,11,10.7,8.5,7.9,6.8,10.7,9.9,1019.8,1012.1
Mayo,NEWPORT,2018,12,11,10.2,6.0,8.9,5.4,11.4,9.0,1018.9,1008.6
Galway,MACE HEAD,2018,12,11,10.5,7.8,8.7,5.3,11.3,8.9,1019.4,1008.2
Sligo,MARKREE,2018,12,11,10.1,8.0,8.5,7.2,11.1,10.1,1020.8,1010.6
Wexford,JOHNSTOWNII,2018,12,11,10.6,9.9,9.8,7.4,12.1,10.3,1024.2,1014.3
Donegal,FINNER,2018,12,11,11.0,8.6,8.2,6.5,10.8,9.7,1019.6,1010.9
Mayo,KNOCK AIRPORT,2018,12,11,8.6,5.8,7.9,5.3,10.6,8.9,1020.7,1010.3
Meath,DUNSANY,2018,12,11,10.7,8.1,8.5,6.0,11.1,9.3,1022.6,1013.7
Dublin,DUBLIN AIRPORT,2018,12,11,10.4,2.3,8.4,1.7,11.0,6.9,1023.5,1014.8
Cork,SherkinIsland,2018,12,11,11.3,8.4,10.3,6.5,12.6,9.7,1022.6,1010.4
Clare,SHANNON AIRPORT,2018,12,11,11.1,5.4,8.8,4.7,11.3,8.5,1021.4,1010.2
Mayo,CLAREMORRIS,2018,12,12,7.6,1.5,5.7,1.5,9.2,6.8,1015.0,1001.3
Carlow,OAK PARK,2018,12,12,9.2,6.7,8.6,5.1,11.1,8.8,1015.5,1005.8
Dublin,PHOENIX PARK,2018,12,12,9.6,7.0,8.3,5.0,11.0,8.7,1015.4,1008.0
Sligo,MARKREE,2018,12,12,7.5,0.9,6.7,0.5,9.8,6.3,1015.0,1003.2
Cork,MOORE PARK,2018,12,12,9.1,1.2,6.6,0.8,9.8,6.5,1016.1,1002.0
Westmeath,MULLINGAR,2018,12,12,8.7,4.4,8.0,3.8,10.7,8.0,1015.4,1005.6
Galway,ATHENRY,2018,12,12,7.9,0.3,5.8,-0.2,9.2,6.0,1015.3,1001.3
Mayo,BELMULLET,2018,12,12,8.2,5.1,5.6,4.4,9.1,8.4,1013.9,998.8
Cork,ROCHES POINT,2018,12,12,10.1,4.4,7.5,3.4,10.4,7.8,1016.3,1001.2
Mayo,NEWPORT,2018,12,12,7.3,3.7,6.1,3.1,9.4,7.6,1014.4,1000.1
Galway,MACE HEAD,2018,12,12,8.8,6.8,6.9,5.1,10.0,8.8,1014.4,997.4
Dublin,DUBLIN AIRPORT,2018,12,12,9.2,7.3,8.2,4.5,10.8,8.4,1015.5,1008.4
Cork,CORK AIRPORT,2018,12,12,8.9,3.6,7.6,2.5,10.4,7.3,1016.6,1001.1
Mayo,KNOCK AIRPORT,2018,12,12,6.3,1.6,5.4,1.6,9.0,6.9,1015.5,1002.0
Donegal,FINNER,2018,12,12,8.6,5.3,7.7,4.2,10.5,8.3,1014.4,1003.5
Dublin,CASEMENT,2018,12,12,9.4,6.9,7.7,5.2,10.5,8.9,1015.3,1007.8
Roscommon,MT DILLON,2018,12,12,7.7,2.9,6.5,2.4,9.7,7.3,1015.2,1004.1
Donegal,MALIN HEAD,2018,12,12,9.5,7.1,8.3,5.7,10.9,9.2,1014.1,1007.1
Wexford,JOHNSTOWNII,2018,12,12,9.6,5.5,9.1,5.4,11.6,9.0,1015.6,1006.9
Meath,DUNSANY,2018,12,12,9.0,6.3,8.4,5.0,11.0,8.7,1015.2,1007.1
Cavan,BALLYHAISE,2018,12,12,9.1,6.1,8.3,5.1,11.0,8.8,1014.9,1005.6
Cork,SherkinIsland,2018,12,12,10.5,5.2,8.0,4.4,10.8,8.4,1016.5,998.2
Clare,SHANNON AIRPORT,2018,12,12,9.1,2.7,5.6,2.3,9.1,7.2,1016.0,1000.2
Kerry,VALENTIA OBSERVATORY,2018,12,12,10.5,3.9,6.7,3.2,9.8,7.7,1015.9,996.0
Tipperary,GURTEEN,2018,12,12,8.0,2.5,5.9,2.2,9.3,7.1,1016.0,1003.3
Mayo,BELMULLET,2018,12,13,8.8,6.8,6.5,4.2,9.7,8.3,1011.9,997.9
Dublin,CASEMENT,2018,12,13,7.1,4.7,5.5,1.5,9.0,6.9,1016.4,1006.5
Carlow,OAK PARK,2018,12,13,7.8,5.3,6.5,3.1,9.7,7.6,1016.3,1005.3
Kerry,VALENTIA OBSERVATORY,2018,12,13,11.1,4.8,8.5,3.8,11.1,8.0,1012.9,996.5
Mayo,NEWPORT,2018,12,13,8.1,5.7,6.6,4.6,9.8,8.5,1012.5,999.9
Mayo,KNOCK AIRPORT,2018,12,13,6.5,3.9,5.7,3.4,9.2,7.8,1013.6,1001.3
Donegal,FINNER,2018,12,13,7.8,5.1,6.4,3.0,9.6,7.6,1013.7,1003.2
Cork,SherkinIsland,2018,12,13,11.1,7.4,9.7,6.2,12.0,9.5,1013.1,996.5
Cork,ROCHES POINT,2018,12,13,10.4,8.4,8.3,6.4,10.9,9.6,1013.3,999.7
Donegal,MALIN HEAD,2018,12,13,7.6,5.3,4.6,2.2,8.5,7.1,1014.9,1006.2
Sligo,MARKREE,2018,12,13,8.1,4.9,6.0,3.2,9.3,7.7,1014.0,1002.1
Wexford,JOHNSTOWNII,2018,12,13,8.2,5.9,6.7,3.4,9.8,7.8,1016.5,1005.8
Dublin,DUBLIN AIRPORT,2018,12,13,7.3,5.5,4.2,0.6,8.3,6.3,1017.1,1007.7
Galway,ATHENRY,2018,12,13,9.1,6.4,5.9,4.0,9.3,8.1,1013.5,1000.6
Mayo,CLAREMORRIS,2018,12,13,8.3,5.3,5.7,3.9,9.1,8.1,1013.3,1000.7
Clare,SHANNON AIRPORT,2018,12,13,9.4,7.4,6.9,5.2,9.9,8.8,1013.5,1000.3
Galway,MACE HEAD,2018,12,13,9.8,7.5,8.3,5.9,10.9,9.3,1012.4,997.2
Westmeath,MULLINGAR,2018,12,13,7.6,4.7,6.1,2.6,9.4,7.4,1015.7,1005.1
Tipperary,GURTEEN,2018,12,13,8.4,5.8,6.6,3.2,9.7,7.7,1013.9,1001.8
Meath,DUNSANY,2018,12,13,7.1,5.2,5.5,1.1,9.1,6.6,1016.3,1006.5
Cork,CORK AIRPORT,2018,12,13,8.6,7.1,7.9,6.5,10.6,9.6,1013.5,999.7
Cavan,BALLYHAISE,2018,12,13,7.1,4.8,5.5,2.0,9.0,7.0,1015.5,1005.2
Dublin,PHOENIX PARK,2018,12,13,7.6,5.6,5.0,0.8,8.7,6.5,1016.8,1007.3
Roscommon,MT DILLON,2018,12,13,7.9,4.9,6.2,3.5,9.5,7.8,1014.6,1003.4
Cork,MOORE PARK,2018,12,13,9.1,6.8,7.3,5.9,10.2,9.3,1014.0,1001.0
Cork,ROCHES POINT,2018,12,14,10.7,8.4,10.2,6.1,12.4,9.4,1014.2,1005.3
Carlow,OAK PARK,2018,12,14,7.8,5.2,6.6,3.0,9.8,7.6,1017.3,1009.9
Sligo,MARKREE,2018,12,14,8.2,5.4,7.2,4.0,10.2,8.2,1014.7,1004.9
Mayo,NEWPORT,2018,12,14,9.3,6.4,8.5,5.6,11.1,9.1,1013.0,1002.4
Mayo,KNOCK AIRPORT,2018,12,14,7.4,4.7,7.1,4.5,10.1,8.4,1014.5,1004.1
Meath,DUNSANY,2018,12,14,7.4,4.4,5.1,1.8,8.8,6.9,1017.3,1009.0
Galway,ATHENRY,2018,12,14,9.9,6.6,7.9,4.6,10.7,8.5,1014.5,1004.3
Cavan,BALLYHAISE,2018,12,14,7.1,4.7,5.9,2.0,9.3,7.1,1016.3,1007.1
Cork,SherkinIsland,2018,12,14,11.4,6.5,11.3,5.9,13.4,9.3,1013.7,1004.2
Dublin,PHOENIX PARK,2018,12,14,7.3,5.6,5.2,1.2,8.8,6.7,1017.9,1010.0
Cork,MOORE PARK,2018,12,14,10.4,7.0,9.5,6.3,11.8,9.5,1015.0,1006.1
Roscommon,MT DILLON,2018,12,14,8.4,5.5,7.2,4.0,10.2,8.1,1015.5,1006.1
Cork,CORK AIRPORT,2018,12,14,10.2,7.1,10.0,6.7,12.3,9.8,1014.8,1005.5
Tipperary,GURTEEN,2018,12,14,9.3,5.7,7.6,4.4,10.4,8.4,1014.9,1006.2
Kerry,VALENTIA OBSERVATORY,2018,12,14,12.3,3.7,11.5,3.0,13.5,7.6,1013.4,1002.3
Galway,MACE HEAD,2018,12,14,10.4,7.8,9.0,6.5,11.4,9.7,1012.6,1002.2
Donegal,MALIN HEAD,2018,12,14,7.3,5.6,5.4,2.1,8.9,7.1,1015.6,1005.6
